evolution_id,pokemon_id,stage,name,text,image,from_pokemon,form_name
0206_0_2,0206,1阶进化,土龙节节,学会强力钻时提升等级（随机）（1%概率）,982Dudunsparce-Three.png,土龙弟弟,三节形态
0207_0_0,0207,未进化,天蝎,,207Gligar_Dream.png,,
0207_0_1,0207,1阶进化,天蝎王,携带锐利之牙提升等级（夜晚）,472Gliscor_Dream.png,天蝎,
0208_0_0,0208,未进化,大岩蛇,,095Onix_Dream.png,,
0208_0_1,0208,1阶进化,大钢蛇,携带金属膜连接交换,208Steelix_Dream.png,大岩蛇,
0209_0_0,0209,未进化,布鲁,,209Snubbull_Dream.png,,
0209_0_1,0209,1阶进化,布鲁皇,等级23以上,210Granbull_Dream.png,布鲁,
0210_0_0,0210,未进化,布鲁,,209Snubbull_Dream.png,,
0210_0_1,0210,1阶进化,布鲁皇,等级23以上,210Granbull_Dream.png,布鲁,
0211_0_0,0211,未进化,千针鱼,,211Qwilfish.png,,
0211_1_0,0211,未进化,千针鱼,,211Qwilfish-Hisui.png,,洗翠的样子
0211_1_1,0211,1阶进化,万针鱼,学会毒千针时提升等级,904Overqwil_Dream.png,千针鱼,
0212_0_0,0212,未进化,飞天螳螂,,123Scyther_Dream.png,,
0212_0_1,0212,1阶进化,巨钳螳螂,携带金属膜连接交换,212Scizor_Dream.png,飞天螳螂,
0213_0_0,0213,不进化,壶壶,,213Shuckle_Dream.png,,
0214_0_0,0214,不进化,赫拉克罗斯,,214Heracross_Dream.png,,
0215_0_0,0215,未进化,狃拉,,215Sneasel_Dream.png,,
0215_0_1,0215,1阶进化,玛狃拉,携带锐利之爪提升等级（夜晚）,461Weavile_Dream.png,狃拉,
0215_1_0,0215,未进化,狃拉,,215Sneasel-Hisui.png,,洗翠的样子
0215_1_1,0215,1阶进化,大狃拉,携带锐利之爪提升等级（白天）,903Sneasler_Dream.png,狃拉,
0216_0_0,0216,未进化,熊宝宝,,216Teddiursa_Dream.png,,
0216_0_1,0216,1阶进化,圈圈熊,等级30以上,217Ursaring_Dream.png,熊宝宝,
0216_0_2,0216,2阶进化,月月熊,使用泥炭块（满月的夜晚）,901Ursaluna_Dream.png,圈圈熊,
0217_0_0,0217,未进化,熊宝宝,,216Teddiursa_Dream.png,,
0217_0_1,0217,1阶进化,圈圈熊,等级30以上,217Ursaring_Dream.png,熊宝宝,
0217_0_2,0217,2阶进化,月月熊,使用泥炭块（满月的夜晚）,901Ursaluna_Dream.png,圈圈熊,
0218_0_0,0218,未进化,熔岩虫,,218Slugma_Dream.png,,
0218_0_1,0218,1阶进化,熔岩蜗牛,等级38以上,219Magcargo_Dream.png,熔岩虫,
0219_0_0,0219,未进化,熔岩虫,,218Slugma_Dream.png,,
0219_0_1,0219,1阶进化,熔岩蜗牛,等级38以上,219Magcargo_Dream.png,熔岩虫,
0220_0_0,0220,未进化,小山猪,,220Swinub_Dream.png,,
0220_0_1,0220,1阶进化,长毛猪,等级33以上,221Piloswine_Dream.png,小山猪,
0220_0_2,0220,2阶进化,象牙猪,学会原始之力时提升等级,473Mamoswine_Dream.png,长毛猪,
0221_0_0,0221,未进化,小山猪,,220Swinub_Dream.png,,
0221_0_1,0221,1阶进化,长毛猪,等级33以上,221Piloswine_Dream.png,小山猪,
0221_0_2,0221,2阶进化,象牙猪,学会原始之力时提升等级,473Mamoswine_Dream.png,长毛猪,
0222_0_0,0222,未进化,太阳珊瑚,,222Corsola_Dream.png,,
0222_1_0,0222,未进化,太阳珊瑚,,222Corsola-Galar_Dream.png,,伽勒尔的样子
0222_1_1,0222,1阶进化,魔灵珊瑚,等级38以上,864Cursola_Dream.png,太阳珊瑚,
0223_0_0,0223,未进化,铁炮鱼,,223Remoraid_Dream.png,,
0223_0_1,0223,1阶进化,章鱼桶,等级25以上,224Octillery_Dream.png,铁炮鱼,
0224_0_0,0224,未进化,铁炮鱼,,223Remoraid_Dream.png,,
0224_0_1,0224,1阶进化,章鱼桶,等级25以上,224Octillery_Dream.png,铁炮鱼,
0225_0_0,0225,不进化,信使鸟,,225Delibird_Dream.png,,
0226_0_0,0226,幼年,小球飞鱼,,458Mantyke_Dream.png,,
0226_0_1,0226,1阶进化,巨翅飞鱼,铁炮鱼同行时提升等级,226Mantine_Dream.png,小球飞鱼,
0227_0_0,0227,不进化,盔甲鸟,,227Skarmory_Dream.png,,
0228_0_0,0228,未进化,戴鲁比,,228Houndour_Dream.png,,
0228_0_1,0228,1阶进化,黑鲁加,等级24以上,229Houndoom_Dream.png,戴鲁比,
0229_0_0,0229,未进化,戴鲁比,,228Houndour_Dream.png,,
0229_0_1,0229,1阶进化,黑鲁加,等级24以上,229Houndoom_Dream.png,戴鲁比,
0230_0_0,0230,未进化,墨海马,,116Horsea_Dream.png,,
0230_0_1,0230,1阶进化,海刺龙,等级32以上,117Seadra_Dream.png,墨海马,
0230_0_2,0230,2阶进化,刺龙王,携带龙之鳞片连接交换,230Kingdra_Dream.png,海刺龙,
0231_0_0,0231,未进化,小小象,,231Phanpy_Dream.png,,
0231_0_1,0231,1阶进化,顿甲,等级25以上,232Donphan_Dream.png,小小象,
0232_0_0,0232,未进化,小小象,,231Phanpy_Dream.png,,
0232_0_1,0232,1阶进化,顿甲,等级25以上,232Donphan_Dream.png,小小象,
0233_0_0,0233,未进化,多边兽,,137Porygon_Dream.png,,
0233_0_1,0233,1阶进化,多边兽2型,携带升级数据连接交换,233Porygon2_Dream.png,多边兽,
0233_0_2,0233,2阶进化,多边兽乙型,携带可疑补丁连接交换,474Porygon-Z_Dream.png,多边兽2型,
0234_0_0,0234,未进化,惊角鹿,,234Stantler_Dream.png,,
0234_0_1,0234,1阶进化,诡角鹿,以迅疾使出20次屏障猛攻,899Wyrdeer_Dream.png,惊角鹿,
0235_0_0,0235,不进化,图图犬,,235Smeargle_Dream.png,,
0236_0_0,0236,幼年,无畏小子,,236Tyrogue_Dream.png,,
0236_0_1,0236,1阶进化,飞腿郎,等级20以上（攻击 > 防御）,106Hitmonlee_Dream.png,无畏小子,
0236_0_2,0236,1阶进化,快拳郎,等级20以上（攻击 < 防御）,107Hitmonchan_Dream.png,无畏小子,
0236_0_3,0236,1阶进化,战舞郎,等级20以上（攻击 = 防御）,237Hitmontop_Dream.png,无畏小子,
0237_0_0,0237,幼年,无畏小子,,236Tyrogue_Dream.png,,
0237_0_1,0237,1阶进化,战舞郎,等级20以上（攻击=防御）,237Hitmontop_Dream.png,无畏小子,
0238_0_0,0238,幼年,迷唇娃,,238Smoochum_Dream.png,,
0238_0_1,0238,1阶进化,迷唇姐,等级30以上,124Jynx_Dream.png,迷唇娃,
0239_0_0,0239,幼年,电击怪,,239Elekid_Dream.png,,
0239_0_1,0239,1阶进化,电击兽,等级30以上,125Electabuzz_Dream.png,电击怪,
0239_0_2,0239,2阶进化,电击魔兽,携带电力增幅器连接交换,466Electivire_Dream.png,电击兽,
0240_0_0,0240,幼年,鸭嘴宝宝,,240Magby_Dream.png,,
0240_0_1,0240,1阶进化,鸭嘴火兽,等级30以上,126Magmar_Dream.png,鸭嘴宝宝,
0240_0_2,0240,2阶进化,鸭嘴炎兽,携带熔岩增幅器连接交换,467Magmortar_Dream.png,鸭嘴火兽,
0241_0_0,0241,不进化,大奶罐,,241Miltank_Dream.png,,
0242_0_0,0242,幼年,小福蛋,,440Happiny_Dream.png,,
0242_0_1,0242,1阶进化,吉利蛋,携带浑圆之石提升等级（白天）,113Chansey_Dream.png,小福蛋,
0242_0_2,0242,2阶进化,幸福蛋,亲密度*220以上或友好度*158以上提升等级,242Blissey_Dream.png,吉利蛋,
0243_0_0,0243,不进化,雷公,,243Raikou_Dream.png,,
0244_0_0,0244,不进化,炎帝,,244Entei_Dream.png,,
0245_0_0,0245,不进化,水君,,245Suicune_Dream.png,,
0246_0_0,0246,未进化,幼基拉斯,,246Larvitar_Dream.png,,
0246_0_1,0246,1阶进化,沙基拉斯,等级30以上,247Pupitar_Dream.png,幼基拉斯,
0246_0_2,0246,2阶进化,班基拉斯,等级55以上,248Tyranitar_Dream.png,沙基拉斯,
0247_0_0,0247,未进化,幼基拉斯,,246Larvitar_Dream.png,,
0247_0_1,0247,1阶进化,沙基拉斯,等级30以上,247Pupitar_Dream.png,幼基拉斯,
0247_0_2,0247,2阶进化,班基拉斯,等级55以上,248Tyranitar_Dream.png,沙基拉斯,
0248_0_0,0248,未进化,幼基拉斯,,246Larvitar_Dream.png,,
0248_0_1,0248,1阶进化,沙基拉斯,等级30以上,247Pupitar_Dream.png,幼基拉斯,
0248_0_2,0248,2阶进化,班基拉斯,等级55以上,248Tyranitar_Dream.png,沙基拉斯,
0249_0_0,0249,不进化,洛奇亚,,249Lugia_Dream.png,,
0250_0_0,0250,不进化,凤王,,250Ho-Oh_Dream.png,,
0251_0_0,0251,不进化,时拉比,,251Celebi_Dream.png,,
0252_0_0,0252,未进化,木守宫,,252Treecko_Dream.png,,
0252_0_1,0252,1阶进化,森林蜥蜴,等级16以上,253Grovyle_Dream.png,木守宫,
0252_0_2,0252,2阶进化,蜥蜴王,等级36以上,254Sceptile_Dream.png,森林蜥蜴,
0253_0_0,0253,未进化,木守宫,,252Treecko_Dream.png,,
0253_0_1,0253,1阶进化,森林蜥蜴,等级16以上,253Grovyle_Dream.png,木守宫,
0253_0_2,0253,2阶进化,蜥蜴王,等级36以上,254Sceptile_Dream.png,森林蜥蜴,
0254_0_0,0254,未进化,木守宫,,252Treecko_Dream.png,,
0254_0_1,0254,1阶进化,森林蜥蜴,等级16以上,253Grovyle_Dream.png,木守宫,
0254_0_2,0254,2阶进化,蜥蜴王,等级36以上,254Sceptile_Dream.png,森林蜥蜴,
0255_0_0,0255,未进化,火稚鸡,,255Torchic_Dream.png,,
0255_0_1,0255,1阶进化,力壮鸡,等级16以上,256Combusken_Dream.png,火稚鸡,
0255_0_2,0255,2阶进化,火焰鸡,等级36以上,257Blaziken_Dream.png,力壮鸡,
0256_0_0,0256,未进化,火稚鸡,,255Torchic_Dream.png,,
0256_0_1,0256,1阶进化,力壮鸡,等级16以上,256Combusken_Dream.png,火稚鸡,
0256_0_2,0256,2阶进化,火焰鸡,等级36以上,257Blaziken_Dream.png,力壮鸡,
0257_0_0,0257,未进化,火稚鸡,,255Torchic_Dream.png,,
0257_0_1,0257,1阶进化,力壮鸡,等级16以上,256Combusken_Dream.png,火稚鸡,
0257_0_2,0257,2阶进化,火焰鸡,等级36以上,257Blaziken_Dream.png,力壮鸡,
0258_0_0,0258,未进化,水跃鱼,,258Mudkip_Dream.png,,
0258_0_1,0258,1阶进化,沼跃鱼,等级16以上,259Marshtomp_Dream.png,水跃鱼,
0258_0_2,0258,2阶进化,巨沼怪,等级36以上,260Swampert_Dream.png,沼跃鱼,
0259_0_0,0259,未进化,水跃鱼,,258Mudkip_Dream.png,,
0259_0_1,0259,1阶进化,沼跃鱼,等级16以上,259Marshtomp_Dream.png,水跃鱼,
0259_0_2,0259,2阶进化,巨沼怪,等级36以上,260Swampert_Dream.png,沼跃鱼,
0260_0_0,0260,未进化,水跃鱼,,258Mudkip_Dream.png,,
0260_0_1,0260,1阶进化,沼跃鱼,等级16以上,259Marshtomp_Dream.png,水跃鱼,
0260_0_2,0260,2阶进化,巨沼怪,等级36以上,260Swampert_Dream.png,沼跃鱼,
0261_0_0,0261,未进化,土狼犬,,261Poochyena_Dream.png,,
0261_0_1,0261,1阶进化,大狼犬,等级18以上,262Mightyena_Dream.png,土狼犬,
0262_0_0,0262,未进化,土狼犬,,261Poochyena_Dream.png,,
0262_0_1,0262,1阶进化,大狼犬,等级18以上,262Mightyena_Dream.png,土狼犬,
0263_0_0,0263,未进化,蛇纹熊,,263Zigzagoon_Dream.png,,
0263_0_1,0263,1阶进化,直冲熊,等级20以上,264Linoone_Dream.png,蛇纹熊,
0263_1_0,0263,未进化,蛇纹熊,,263Zigzagoon-Galar_Dream.png,,伽勒尔的样子
0263_1_1,0263,1阶进化,直冲熊,等级20以上,264Linoone-Galar_Dream.png,蛇纹熊,伽勒尔的样子
0263_1_2,0263,2阶进化,堵拦熊,等级35以上（夜晚）,862Obstagoon_Dream.png,直冲熊,
0264_0_0,0264,未进化,蛇纹熊,,263Zigzagoon_Dream.png,,
0264_0_1,0264,1阶进化,直冲熊,等级20以上,264Linoone_Dream.png,蛇纹熊,
0264_1_0,0264,未进化,蛇纹熊,,263Zigzagoon-Galar_Dream.png,,伽勒尔的样子
0264_1_1,0264,1阶进化,直冲熊,等级20以上,264Linoone-Galar_Dream.png,蛇纹熊,伽勒尔的样子
0264_1_2,0264,2阶进化,堵拦熊,等级35以上（夜晚）,862Obstagoon_Dream.png,直冲熊,
0265_0_0,0265,未进化,刺尾虫,,265Wurmple_Dream.png,,
0265_0_1,0265,1阶进化,甲壳茧,[[File:时间 随机 SV.png|30px|link=时间#随机]]等级7以上（随机）（50%概率）,266Silcoon_Dream.png,刺尾虫,
0265_0_2,0265,2阶进化,狩猎凤蝶,等级10以上,267Beautifly_Dream.png,甲壳茧,
0265_0_3,0265,1阶进化,盾甲茧,[[File:时间 随机 SV.png|30px|link=时间#随机]]等级7以上（随机）（50%概率）,268Cascoon_Dream.png,狩猎凤蝶,
0265_0_4,0265,2阶进化,毒粉蛾,等级10以上,269Dustox_Dream.png,盾甲茧,
0266_0_0,0266,未进化,刺尾虫,,265Wurmple_Dream.png,,
0266_0_1,0266,1阶进化,甲壳茧,[[File:时间 随机 SV.png|30px|link=时间#随机]]等级7以上（随机）（50%可能性）,266Silcoon_Dream.png,刺尾虫,
0266_0_2,0266,2阶进化,狩猎凤蝶,等级10以上,267Beautifly_Dream.png,甲壳茧,
0267_0_0,0267,未进化,刺尾虫,,265Wurmple_Dream.png,,
0267_0_1,0267,1阶进化,甲壳茧,[[File:时间 随机 SV.png|30px|link=时间#随机]]等级7以上（随机）（50%可能性）,266Silcoon_Dream.png,刺尾虫,
0267_0_2,0267,2阶进化,狩猎凤蝶,等级10以上,267Beautifly_Dream.png,甲壳茧,
0268_0_0,0268,未进化,刺尾虫,,265Wurmple_Dream.png,,
0268_0_1,0268,1阶进化,盾甲茧,[[File:时间 随机 SV.png|30px|link=时间#随机]]等级7以上（随机）（50%可能性）,268Cascoon_Dream.png,刺尾虫,
0268_0_2,0268,2阶进化,毒粉蛾,等级10以上,269Dustox_Dream.png,盾甲茧,
0269_0_0,0269,未进化,刺尾虫,,265Wurmple_Dream.png,,
0269_0_1,0269,1阶进化,盾甲茧,[[File:时间 随机 SV.png|30px|link=时间#随机]]等级7以上（随机）（50%可能性）,268Cascoon_Dream.png,刺尾虫,
0269_0_2,0269,2阶进化,毒粉蛾,等级10以上,269Dustox_Dream.png,盾甲茧,
0270_0_0,0270,未进化,莲叶童子,,270Lotad_Dream.png,,
0270_0_1,0270,1阶进化,莲帽小童,等级14以上,271Lombre_Dream.png,莲叶童子,
0270_0_2,0270,2阶进化,乐天河童,使用水之石,272Ludicolo_Dream.png,莲帽小童,
0271_0_0,0271,未进化,莲叶童子,,270Lotad_Dream.png,,
0271_0_1,0271,1阶进化,莲帽小童,等级14以上,271Lombre_Dream.png,莲叶童子,
0271_0_2,0271,2阶进化,乐天河童,使用水之石,272Ludicolo_Dream.png,莲帽小童,
0272_0_0,0272,未进化,莲叶童子,,270Lotad_Dream.png,,
0272_0_1,0272,1阶进化,莲帽小童,等级14以上,271Lombre_Dream.png,莲叶童子,
0272_0_2,0272,2阶进化,乐天河童,使用水之石,272Ludicolo_Dream.png,莲帽小童,
0273_0_0,0273,未进化,橡实果,,273Seedot_Dream.png,,
0273_0_1,0273,1阶进化,长鼻叶,等级14以上,274Nuzleaf_Dream.png,橡实果,
0273_0_2,0273,2阶进化,狡猾天狗,使用叶之石,275Shiftry_Dream.png,长鼻叶,
0274_0_0,0274,未进化,橡实果,,273Seedot_Dream.png,,
0274_0_1,0274,1阶进化,长鼻叶,等级14以上,274Nuzleaf_Dream.png,橡实果,
0274_0_2,0274,2阶进化,狡猾天狗,使用叶之石,275Shiftry_Dream.png,长鼻叶,
0275_0_0,0275,未进化,橡实果,,273Seedot_Dream.png,,
0275_0_1,0275,1阶进化,长鼻叶,等级14以上,274Nuzleaf_Dream.png,橡实果,
0275_0_2,0275,2阶进化,狡猾天狗,使用叶之石,275Shiftry_Dream.png,长鼻叶,
0276_0_0,0276,未进化,傲骨燕,,276Taillow_Dream.png,,
0276_0_1,0276,1阶进化,大王燕,等级22以上,277Swellow_Dream.png,傲骨燕,
0277_0_0,0277,未进化,傲骨燕,,276Taillow_Dream.png,,
0277_0_1,0277,1阶进化,大王燕,等级22以上,277Swellow_Dream.png,傲骨燕,
0278_0_0,0278,未进化,长翅鸥,,278Wingull_Dream.png,,
0278_0_1,0278,1阶进化,大嘴鸥,等级25以上,279Pelipper_Dream.png,长翅鸥,
0279_0_0,0279,未进化,长翅鸥,,278Wingull_Dream.png,,
0279_0_1,0279,1阶进化,大嘴鸥,等级25以上,279Pelipper_Dream.png,长翅鸥,
0280_0_0,0280,未进化,拉鲁拉丝,,280Ralts_Dream.png,,
0280_0_1,0280,1阶进化,奇鲁莉安,等级20以上,281Kirlia_Dream.png,拉鲁拉丝,
0280_0_2,0280,2阶进化,沙奈朵,等级30以上,282Gardevoir_Dream.png,奇鲁莉安,
0280_0_3,0280,2阶进化,艾路雷朵,使用觉醒之石（雄性）,475Gallade_Dream.png,奇鲁莉安,
0281_0_0,0281,未进化,拉鲁拉丝,,280Ralts_Dream.png,,
0281_0_1,0281,1阶进化,奇鲁莉安,等级20以上,281Kirlia_Dream.png,拉鲁拉丝,
0281_0_2,0281,2阶进化,沙奈朵,等级30以上,282Gardevoir_Dream.png,奇鲁莉安,
0281_0_3,0281,2阶进化,艾路雷朵,使用觉醒之石（雄性）,475Gallade_Dream.png,奇鲁莉安,
0282_0_0,0282,未进化,拉鲁拉丝,,280Ralts_Dream.png,,
0282_0_1,0282,1阶进化,奇鲁莉安,等级20以上,281Kirlia_Dream.png,拉鲁拉丝,
0282_0_2,0282,2阶进化,沙奈朵,等级30以上,282Gardevoir_Dream.png,奇鲁莉安,
0283_0_0,0283,未进化,溜溜糖球,,283Surskit_Dream.png,,
0283_0_1,0283,1阶进化,雨翅蛾,等级22以上,284Masquerain_Dream.png,溜溜糖球,
0284_0_0,0284,未进化,溜溜糖球,,283Surskit_Dream.png,,
0284_0_1,0284,1阶进化,雨翅蛾,等级22以上,284Masquerain_Dream.png,溜溜糖球,
0285_0_0,0285,未进化,蘑蘑菇,,285Shroomish_Dream.png,,
0285_0_1,0285,1阶进化,斗笠菇,等级23以上,286Breloom_Dream.png,蘑蘑菇,
0286_0_0,0286,未进化,蘑蘑菇,,285Shroomish_Dream.png,,
0286_0_1,0286,1阶进化,斗笠菇,等级23以上,286Breloom_Dream.png,蘑蘑菇,
0287_0_0,0287,未进化,懒人獭,,287Slakoth_Dream.png,,
0287_0_1,0287,1阶进化,过动猿,等级18以上,288Vigoroth_Dream.png,懒人獭,
0287_0_2,0287,2阶进化,请假王,等级36以上,289Slaking_Dream.png,过动猿,
0288_0_0,0288,未进化,懒人獭,,287Slakoth_Dream.png,,
0288_0_1,0288,1阶进化,过动猿,等级18以上,288Vigoroth_Dream.png,懒人獭,
0288_0_2,0288,2阶进化,请假王,等级36以上,289Slaking_Dream.png,过动猿,
0289_0_0,0289,未进化,懒人獭,,287Slakoth_Dream.png,,
0289_0_1,0289,1阶进化,过动猿,等级18以上,288Vigoroth_Dream.png,懒人獭,
0289_0_2,0289,2阶进化,请假王,等级36以上,289Slaking_Dream.png,过动猿,
0290_0_0,0290,未进化,土居忍士,,290Nincada_Dream.png,,
0290_0_1,0290,1阶进化,铁面忍者,等级20以上,291Ninjask_Dream.png,土居忍士,
0290_0_2,0290,1阶进化,脱壳忍者,包包中有精灵球*，且同行宝可梦中有空位,292Shedinja_Dream.png,土居忍士,
0291_0_0,0291,未进化,土居忍士,,290Nincada_Dream.png,,
0291_0_1,0291,1阶进化,铁面忍者,等级20以上,291Ninjask_Dream.png,土居忍士,
0292_0_0,0292,未进化,土居忍士,,290Nincada_Dream.png,,
0292_0_1,0292,1阶进化,铁面忍者,等级20以上,291Ninjask_Dream.png,土居忍士,
0292_0_2,0292,1阶进化,脱壳忍者,包包中有精灵球*，且同行宝可梦中有空位,292Shedinja_Dream.png,土居忍士,
0293_0_0,0293,未进化,咕妞妞,,293Whismur_Dream.png,,
0293_0_1,0293,1阶进化,吼爆弹,等级20以上,294Loudred_Dream.png,咕妞妞,
0293_0_2,0293,2阶进化,爆音怪,等级40以上,295Exploud_Dream.png,吼爆弹,
0294_0_0,0294,未进化,咕妞妞,,293Whismur_Dream.png,,
0294_0_1,0294,1阶进化,吼爆弹,等级20以上,294Loudred_Dream.png,咕妞妞,
0294_0_2,0294,2阶进化,爆音怪,等级40以上,295Exploud_Dream.png,吼爆弹,
0295_0_0,0295,未进化,咕妞妞,,293Whismur_Dream.png,,
0295_0_1,0295,1阶进化,吼爆弹,等级20以上,294Loudred_Dream.png,咕妞妞,
0295_0_2,0295,2阶进化,爆音怪,等级40以上,295Exploud_Dream.png,吼爆弹,
0296_0_0,0296,未进化,幕下力士,,296Makuhita_Dream.png,,
0296_0_1,0296,1阶进化,铁掌力士,等级24以上,297Hariyama_Dream.png,幕下力士,
0297_0_0,0297,未进化,幕下力士,,296Makuhita_Dream.png,,
0297_0_1,0297,1阶进化,铁掌力士,等级24以上,297Hariyama_Dream.png,幕下力士,
0298_0_0,0298,幼年,露力丽,,298Azurill_Dream.png,,
0298_0_1,0298,1阶进化,玛力露,亲密度*220以上或友好度*158以上提升等级,183Marill_Dream.png,露力丽,
0298_0_2,0298,2阶进化,玛力露丽,等级18以上,184Azumarill_Dream.png,玛力露,
0299_0_0,0299,未进化,朝北鼻,,299Nosepass_Dream.png,,
0299_0_1,0299,1阶进化,大朝北鼻,来到特殊磁场附近提升等级,476Probopass_Dream.png,朝北鼻,
0300_0_0,0300,未进化,向尾喵,,300Skitty_Dream.png,,
0300_0_1,0300,1阶进化,优雅猫,使用月之石,301Delcatty_Dream.png,向尾喵,
0301_0_0,0301,未进化,向尾喵,,300Skitty_Dream.png,,
0301_0_1,0301,1阶进化,优雅猫,使用月之石,301Delcatty_Dream.png,向尾喵,
0302_0_0,0302,不进化,勾魂眼,,302Sableye_Dream.png,,
0303_0_0,0303,不进化,大嘴娃,,303Mawile_Dream.png,,
0304_0_0,0304,未进化,可可多拉,,304Aron_Dream.png,,
0304_0_1,0304,1阶进化,可多拉,等级32以上,305Lairon_Dream.png,可可多拉,
0304_0_2,0304,2阶进化,波士可多拉,等级42以上,306Aggron_Dream.png,可多拉,
0305_0_0,0305,未进化,可可多拉,,304Aron_Dream.png,,
0305_0_1,0305,1阶进化,可多拉,等级32以上,305Lairon_Dream.png,可可多拉,
0305_0_2,0305,2阶进化,波士可多拉,等级42以上,306Aggron_Dream.png,可多拉,
0306_0_0,0306,未进化,可可多拉,,304Aron_Dream.png,,
0306_0_1,0306,1阶进化,可多拉,等级32以上,305Lairon_Dream.png,可可多拉,
0306_0_2,0306,2阶进化,波士可多拉,等级42以上,306Aggron_Dream.png,可多拉,
0307_0_0,0307,未进化,玛沙那,,307Meditite_Dream.png,,
0307_0_1,0307,1阶进化,恰雷姆,等级37以上,308Medicham_Dream.png,玛沙那,
0308_0_0,0308,未进化,玛沙那,,307Meditite_Dream.png,,
0308_0_1,0308,1阶进化,恰雷姆,等级37以上,308Medicham_Dream.png,玛沙那,
0309_0_0,0309,未进化,落雷兽,,309Electrike_Dream.png,,
0309_0_1,0309,1阶进化,雷电兽,等级26以上,310Manectric_Dream.png,落雷兽,
0310_0_0,0310,未进化,落雷兽,,309Electrike_Dream.png,,
0310_0_1,0310,1阶进化,雷电兽,等级26以上,310Manectric_Dream.png,落雷兽,
0311_0_0,0311,不进化,正电拍拍,,311Plusle_Dream.png,,
0312_0_0,0312,不进化,负电拍拍,,312Minun_Dream.png,,
0313_0_0,0313,不进化,电萤虫,,313Volbeat_Dream.png,,
0314_0_0,0314,不进化,甜甜萤,,314Illumise_Dream.png,,
0315_0_0,0315,幼年,含羞苞,,406Budew_Dream.png,,
0315_0_1,0315,1阶进化,毒蔷薇,亲密度*220以上或友好度*158以上提升等级（白天）,315Roselia_Dream.png,含羞苞,
0315_0_2,0315,2阶进化,罗丝雷朵,使用光之石,407Roserade_Dream.png,毒蔷薇,
0316_0_0,0316,未进化,溶食兽,,316Gulpin_Dream.png,,
0316_0_1,0316,1阶进化,吞食兽,等级26以上,317Swalot_Dream.png,溶食兽,
0317_0_0,0317,未进化,溶食兽,,316Gulpin_Dream.png,,
0317_0_1,0317,1阶进化,吞食兽,等级26以上,317Swalot_Dream.png,溶食兽,
0318_0_0,0318,未进化,利牙鱼,,318Carvanha_Dream.png,,
0318_0_1,0318,1阶进化,巨牙鲨,等级30以上,319Sharpedo_Dream.png,利牙鱼,
0319_0_0,0319,未进化,利牙鱼,,318Carvanha_Dream.png,,
0319_0_1,0319,1阶进化,巨牙鲨,等级30以上,319Sharpedo_Dream.png,利牙鱼,
0320_0_0,0320,未进化,吼吼鲸,,320Wailmer_Dream.png,,
0320_0_1,0320,1阶进化,吼鲸王,等级40以上,321Wailord_Dream.png,吼吼鲸,
0321_0_0,0321,未进化,吼吼鲸,,320Wailmer_Dream.png,,
0321_0_1,0321,1阶进化,吼鲸王,等级40以上,321Wailord_Dream.png,吼吼鲸,
0322_0_0,0322,未进化,呆火驼,,322Numel_Dream.png,,
0322_0_1,0322,1阶进化,喷火驼,等级33以上,323Camerupt_Dream.png,呆火驼,
0323_0_0,0323,未进化,呆火驼,,322Numel_Dream.png,,
0323_0_1,0323,1阶进化,喷火驼,等级33以上,323Camerupt_Dream.png,呆火驼,
0324_0_0,0324,不进化,煤炭龟,,324Torkoal_Dream.png,,
0325_0_0,0325,未进化,跳跳猪,,325Spoink_Dream.png,,
0325_0_1,0325,1阶进化,噗噗猪,等级32以上,326Grumpig_Dream.png,跳跳猪,
0326_0_0,0326,未进化,跳跳猪,,325Spoink_Dream.png,,
0326_0_1,0326,1阶进化,噗噗猪,等级32以上,326Grumpig_Dream.png,跳跳猪,
0327_0_0,0327,不进化,晃晃斑,,327Spinda_Dream.png,,
0328_0_0,0328,未进化,大颚蚁,,328Trapinch_Dream.png,,
0328_0_1,0328,1阶进化,超音波幼虫,等级35以上,329Vibrava_Dream.png,大颚蚁,
0328_0_2,0328,2阶进化,沙漠蜻蜓,等级45以上,330Flygon_Dream.png,超音波幼虫,
0329_0_0,0329,未进化,大颚蚁,,328Trapinch_Dream.png,,
0329_0_1,0329,1阶进化,超音波幼虫,等级35以上,329Vibrava_Dream.png,大颚蚁,
0329_0_2,0329,2阶进化,沙漠蜻蜓,等级45以上,330Flygon_Dream.png,超音波幼虫,
0330_0_0,0330,未进化,大颚蚁,,328Trapinch_Dream.png,,
0330_0_1,0330,1阶进化,超音波幼虫,等级35以上,329Vibrava_Dream.png,大颚蚁,
0330_0_2,0330,2阶进化,沙漠蜻蜓,等级45以上,330Flygon_Dream.png,超音波幼虫,
0331_0_0,0331,未进化,刺球仙人掌,,331Cacnea_Dream.png,,
0331_0_1,0331,1阶进化,梦歌仙人掌,等级32以上,332Cacturne_Dream.png,刺球仙人掌,
0332_0_0,0332,未进化,刺球仙人掌,,331Cacnea_Dream.png,,
0332_0_1,0332,1阶进化,梦歌仙人掌,等级32以上,332Cacturne_Dream.png,刺球仙人掌,
0333_0_0,0333,未进化,青绵鸟,,333Swablu_Dream.png,,
0333_0_1,0333,1阶进化,七夕青鸟,等级35以上,334Altaria_Dream.png,青绵鸟,
0334_0_0,0334,未进化,青绵鸟,,333Swablu_Dream.png,,
0334_0_1,0334,1阶进化,七夕青鸟,等级35以上,334Altaria_Dream.png,青绵鸟,
