text_id,pokemon_id,generation,version,group,text
36,0051,第九世代,朱,宝可梦 朱／紫,３个脑袋会轮流行动，是为了让周围的土地变得松软而容易挖掘。闪着金光的胡须是高灵敏的感应器。连数公里外的声音也能通过振动感知到。（阿罗拉的样子）
37,0051,第九世代,紫,宝可梦 朱／紫,在地下挖洞前进，会趁对手不注意的时候，从其他地方发动攻击。金属材质的胡须很重，所以速度不怎么快，但有着能挖穿坚硬岩盘的力量。（阿罗拉的样子）
1,0052,第一世代,红,宝可梦 红／绿／蓝,白天一直在睡觉。一到夜晚眼睛就会放光，在自己的地盘徘徊。
2,0052,第一世代,绿,宝可梦 红／绿／蓝,白天一直在睡觉。一到夜晚眼睛就会放光，在自己的地盘徘徊。
3,0052,第一世代,蓝,宝可梦 红／绿／蓝,非常喜欢圆圆的东西。每天晚上都会出门去捡掉在地上的硬币并把它们收集起来带回去。
4,0052,第一世代,皮卡丘,宝可梦 皮卡丘,貌似一到晚上就精力充沛。喜欢又圆又亮的东西，发现了就一定要捡走。
5,0052,第二世代,金,宝可梦 金／银,找到了圆形的东西便会玩得忘了时间，然后会累得睡着。*
6,0052,第二世代,银,宝可梦 金／银,最喜欢闪闪发光的东西，尤其喜欢金币，拾到的话便会将其藏在某处。*
7,0052,第二世代,水晶版,宝可梦 水晶版,最喜欢耀眼发光的物品。当它找到发光物时，不知为何额头上的金币也会跟着发光。
8,0052,第三世代,红宝石,宝可梦 红宝石／蓝宝石,可以收起尖锐的爪子，蹑手蹑脚悄无声息地行走。不知为何非常喜欢闪闪发亮的硬币。
9,0052,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,可以收起尖锐的爪子，蹑手蹑脚悄无声息地行走。不知为何非常喜欢闪闪发亮的硬币。
10,0052,第三世代,绿宝石,宝可梦 绿宝石,可以收起尖锐的爪子，蹑手蹑脚悄无声息地行走。不知为何非常喜欢闪闪发亮的硬币。
11,0052,第三世代,火红,宝可梦 火红／叶绿,白天一直在睡觉。一到夜晚眼睛就会放光，在自己的地盘徘徊。
12,0052,第三世代,叶绿,宝可梦 火红／叶绿,非常喜欢圆圆的东西。每天晚上都会出门去捡掉在地上的硬币并把它们收集起来带回去。
13,0052,第四世代,钻石,宝可梦 钻石／珍珠,有着半夜活动的习性。找到闪闪发亮的东西时，眼睛也会毫不逊色地闪闪发光。
14,0052,第四世代,珍珠,宝可梦 钻石／珍珠,有着半夜活动的习性。找到闪闪发亮的东西时，眼睛也会毫不逊色地闪闪发光。
15,0052,第四世代,白金,宝可梦 白金,有着半夜活动的习性。找到闪闪发亮的东西时，眼睛也会毫不逊色地闪闪发光。
16,0052,第四世代,心金,宝可梦 心金／魂银,找到了圆形的东西便会玩得忘了时间，然后会累得睡着。*
17,0052,第四世代,魂银,宝可梦 心金／魂银,最喜欢闪闪发光的东西，尤其喜欢金币，拾到的话便会将其藏在某处。*
18,0052,第五世代,黑,宝可梦 黑／白,有着半夜活动的习性。找到闪闪发亮的东西时，眼睛也会毫不逊色地闪闪发光。
19,0052,第五世代,白,宝可梦 黑／白,有着半夜活动的习性。找到闪闪发亮的东西时，眼睛也会毫不逊色地闪闪发光。
20,0052,第五世代,黑２,宝可梦 黑２／白２,有着半夜活动的习性。找到闪闪发亮的东西时，眼睛也会毫不逊色地闪闪发光。
21,0052,第五世代,白２,宝可梦 黑２／白２,有着半夜活动的习性。找到闪闪发亮的东西时，眼睛也会毫不逊色地闪闪发光。
22,0052,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,有着半夜活动的习性。找到闪闪发亮的东西时，眼睛也会毫不逊色地闪闪发光。
23,0052,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,非常喜欢圆圆的东西。每天晚上都会出门去捡掉在地上的硬币并把它们收集起来带回去。
24,0052,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,可以收起尖锐的爪子，蹑手蹑脚悄无声息地行走。不知为何非常喜欢闪闪发亮的硬币。
25,0052,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,可以收起尖锐的爪子，蹑手蹑脚悄无声息地行走。不知为何非常喜欢闪闪发亮的硬币。
26,0052,第七世代,太阳,精灵宝可梦 太阳／月亮,白天就一直睡啊睡地度过，太阳落山时才开始活动。在夜晚的街道上搜寻硬币。原本阿罗拉是没有的，人工繁殖后野化而来。狡黠聪慧，自尊心很强。（阿罗拉的样子）
27,0052,第七世代,月亮,精灵宝可梦 太阳／月亮,非常喜欢闪闪亮亮的东西。经常和黑暗鸦为了争夺猎物而打架。如果被伤到高傲的自尊心，或是被弄脏额头的金币，就会发狂般情绪失控。（阿罗拉的样子）
28,0052,第七世代,究极之日,精灵宝可梦 究极之日／究极之月,如果去垃圾场的话，就能看到它和黑暗鸦为争夺发光的东西而激烈打斗的景象。浮躁、任性、耐不住性子。深受那些比起被别人照顾，更喜欢照顾别人的训练家欢迎。（阿罗拉的样子）
29,0052,第七世代,究极之月,精灵宝可梦 究极之日／究极之月,非常喜欢硬币。只要给它硬币就能轻易和它亲近，但因为它性情多变，所以不怎么靠得住哦。很久以前，由繁荣兴旺的王族从其他地区带到此地。桀骜不驯，自尊心很强。（阿罗拉的样子）
30,0052,第七世代,Let's Go! 皮卡丘,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,貌似一到晚上就精力充沛。喜欢又圆又亮的东西，发现了就一定要捡走。拥有很高的智商和自尊心。虽然许多人觉得它不好照顾，这也是它受欢迎的理由之一。（阿罗拉的样子）
31,0052,第七世代,Let's Go! 伊布,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,貌似一到晚上就精力充沛。喜欢又圆又亮的东西，发现了就一定要捡走。拥有很高的智商和自尊心。虽然许多人觉得它不好照顾，这也是它受欢迎的理由之一。（阿罗拉的样子）
32,0052,第八世代,剑,宝可梦 剑／盾,"喜欢收集亮晶晶的东西。当它心情好的时候，会让训练家一起欣赏自己的收藏。过去曾经和阿罗拉的王族一起享受奢侈浮华的生活，所以对食物十分挑剔。（阿罗拉的样子）
和好战的海洋民族一起生活，久而久之身体的各个地方就都变成了黑铁。（伽勒尔的样子）
人们认为它额头上金币浮现出的纹路中蕴藏着解开极巨化之谜的关键。（超极巨化）"
33,0052,第八世代,盾,宝可梦 剑／盾,"为了不弄脏额头上的金币，会常常洗脸。和伽勒尔的喵喵关系不好。自尊心和智商都很高。会狡猾地应战，反复攻击敌人的弱点。（阿罗拉的样子）
额头上的金币越黑就越硬，也越能受到伙伴的尊敬。性格勇猛，什么都不怕。（伽勒尔的样子）
受超极巨化之力的影响，身体越长越高，额头上的金币也变成了大金币。（超极巨化）"
34,0052,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,有着半夜活动的习性。找到闪闪发亮的东西时，眼睛也会毫不逊色地闪闪发光。
35,0052,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,有着半夜活动的习性。找到闪闪发亮的东西时，眼睛也会毫不逊色地闪闪发光。
36,0052,第九世代,朱,宝可梦 朱／紫,白天一直在睡觉。一到夜晚眼睛就会放光，在自己的地盘徘徊。
37,0052,第九世代,紫,宝可梦 朱／紫,最喜欢耀眼发光的物品。当它找到发光物时，不知为何额头上的金币也会跟着发光。
1,0053,第一世代,红,宝可梦 红／绿／蓝,性情凶暴，当它竖起尾巴时要多加小心。那是它要飞扑过来咬你的前兆。
2,0053,第一世代,绿,宝可梦 红／绿／蓝,性情凶暴，当它竖起尾巴时要多加小心。那是它要飞扑过来咬你的前兆。
3,0053,第一世代,蓝,宝可梦 红／绿／蓝,有着漂亮的毛色，很多人想把它当宠物养，但它很爱乱抓，所以很难养熟。
4,0053,第一世代,皮卡丘,宝可梦 皮卡丘,额头上的宝石闪闪发亮！走路的姿态也十分优美，就像女王一样华丽高贵。
5,0053,第二世代,金,宝可梦 金／银,全身洋溢着高贵的气质，受到许多人的喜欢，很容易去乱抓。*
6,0053,第二世代,银,宝可梦 金／银,凭借着柔软的肌肉，它能悄无声息地行走。瞬间就能捕杀猎物。
7,0053,第二世代,水晶版,宝可梦 水晶版,柔和身体的里面隐藏着突然把猎物撕碎玩耍的残暴。*
8,0053,第三世代,红宝石,宝可梦 红宝石／蓝宝石,６根粗硬胡须的作用是通过感知空气流动来判断周围的情况。胡须被抓住后就会变得温顺起来。
9,0053,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,６根粗硬胡须的作用是通过感知空气流动来判断周围的情况。胡须被抓住后就会变得温顺起来。
10,0053,第三世代,绿宝石,宝可梦 绿宝石,６根粗硬胡须的作用是通过感知空气流动来判断周围的情况。胡须被抓住后就会变得温顺起来。
11,0053,第三世代,火红,宝可梦 火红／叶绿,性情凶暴，当它竖起尾巴时要多加小心。那是它要飞扑过来咬你的前兆。
12,0053,第三世代,叶绿,宝可梦 火红／叶绿,有着漂亮的毛色，很多人想把它当宠物养，但它很爱乱抓，所以很难养熟。
13,0053,第四世代,钻石,宝可梦 钻石／珍珠,性情高傲的宝可梦。额头上宝石的大小常常成为爱好者间的话题。
14,0053,第四世代,珍珠,宝可梦 钻石／珍珠,性情高傲的宝可梦。额头上宝石的大小常常成为爱好者间的话题。
15,0053,第四世代,白金,宝可梦 白金,性情高傲的宝可梦。额头上宝石的大小常常成为爱好者间的话题。
16,0053,第四世代,心金,宝可梦 心金／魂银,全身洋溢着高贵的气质，受到许多人的喜欢，很容易去乱抓。*
17,0053,第四世代,魂银,宝可梦 心金／魂银,凭借着柔软的肌肉，它能悄无声息地行走。瞬间就能捕杀猎物。
18,0053,第五世代,黑,宝可梦 黑／白,性情高傲的宝可梦。额头上宝石的大小常常成为爱好者间的话题。
19,0053,第五世代,白,宝可梦 黑／白,性情高傲的宝可梦。额头上宝石的大小常常成为爱好者间的话题。
20,0053,第五世代,黑２,宝可梦 黑２／白２,性情高傲的宝可梦。额头上宝石的大小常常成为爱好者间的话题。
21,0053,第五世代,白２,宝可梦 黑２／白２,性情高傲的宝可梦。额头上宝石的大小常常成为爱好者间的话题。
22,0053,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,有着漂亮的毛色，很多人想把它当宠物养，但它很爱乱抓，所以很难养熟。
23,0053,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,凭借着柔软的肌肉，它能悄无声息地行走。瞬间就能捕杀猎物。
24,0053,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,６根粗硬胡须的作用是通过感知空气流动来判断周围的情况。胡须被抓住后就会变得温顺起来。
25,0053,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,６根粗硬胡须的作用是通过感知空气流动来判断周围的情况。胡须被抓住后就会变得温顺起来。
26,0053,第七世代,太阳,精灵宝可梦 太阳／月亮,性情粗暴，只要视线对上就会猛扑过来。被锐利的爪子抓到的话，就会留下很深的伤口。圆圆的脸孔，比最高级的天鹅绒还光滑的毛发，是在阿罗拉非常受欢迎的宝可梦。（阿罗拉的样子）
27,0053,第七世代,月亮,精灵宝可梦 太阳／月亮,还没有达到阿罗拉的猫老大的地位，但是性情傲慢自大。要和它变得亲密相当困难。蔑视除自己之外的一切。喜欢突袭和夜袭等卑劣无耻的战法。（阿罗拉的样子）
28,0053,第七世代,究极之日,精灵宝可梦 究极之日／究极之月,虽然额头上的宝石颜色和阿罗拉猫老大的不一样，但成分却没什么两样。不同于其可爱的脸蛋，它有着玩弄衰弱的猎物而不杀死它们的残忍性格。（阿罗拉的样子）
29,0053,第七世代,究极之月,精灵宝可梦 究极之日／究极之月,很受有钱人喜爱的宝可梦。有时会遭到那些打它额头宝石主意的猎人们袭击。圆脸是富贵的象征。体型丰满，大盘脸的猫老大会被认为是美丽的。（阿罗拉的样子）
30,0053,第七世代,Let's Go! 皮卡丘,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,额头上的宝石闪闪发亮！走路的姿态也十分优美，就像女王一样华丽高贵。拥有最高级的皮毛。在战斗时起伏的皮毛，就是最为高贵的美丽。（阿罗拉的样子）
31,0053,第七世代,Let's Go! 伊布,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,额头上的宝石闪闪发亮！走路的姿态也十分优美，就像女王一样华丽高贵。拥有最高级的皮毛。在战斗时起伏的皮毛，就是最为高贵的美丽。（阿罗拉的样子）
32,0053,第八世代,剑,宝可梦 剑／盾,性情高傲，很难让它听话。只要遇到看不顺眼的事，就会马上竖起自己的爪子。由于在阿罗拉地区圆脸是富贵的象征，人们对猫老大呵护备至。（阿罗拉的样子）
33,0053,第八世代,盾,宝可梦 剑／盾,拥有优雅高贵的身姿。与野蛮的喵头目性格不合，互相看不起对方。不但拥有优秀的体能，还擅长卑鄙的战斗方式，非常不好对付。（阿罗拉的样子）
34,0053,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,性情高傲的宝可梦。额头上宝石的大小常常成为爱好者间的话题。
35,0053,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,性情高傲的宝可梦。额头上宝石的大小常常成为爱好者间的话题。
36,0053,第九世代,朱,宝可梦 朱／紫,有着漂亮的毛色，很多人想把它当宠物养，但它很爱乱抓，所以很难养熟。
37,0053,第九世代,紫,宝可梦 朱／紫,性情凶暴，当它竖起尾巴时要多加小心。那是它要飞扑过来咬你的前兆。
1,0054,第一世代,红,宝可梦 红／绿／蓝,一直受到头痛的困扰。在头痛欲裂时，就会开始使用神奇的力量。
2,0054,第一世代,绿,宝可梦 红／绿／蓝,一直受到头痛的困扰。在头痛欲裂时，就会开始使用神奇的力量。
3,0054,第一世代,蓝,宝可梦 红／绿／蓝,用它心不在焉的表情哄骗对手的同时，这只阴险的宝可梦会使用它的念力。
4,0054,第一世代,皮卡丘,宝可梦 皮卡丘,一直被头痛困扰。能使用念力，但不知道那是否是出于它自己的意识。
5,0054,第二世代,金,宝可梦 金／银,虽然体内蕴含着神奇的力量，但由于不会记得有用过它，因此经常会不明所以地歪着脖子。
6,0054,第二世代,银,宝可梦 金／银,总是会在头痛欲裂时发挥出神奇的力量，但似乎没有当时的记忆。
7,0054,第二世代,水晶版,宝可梦 水晶版,似乎只有在沉睡的脑细胞因为偶然醒来的时候才能使用念力。*
8,0054,第三世代,红宝石,宝可梦 红宝石／蓝宝石,从发挥着神奇力量的可达鸭身上观测到了本应只在睡着时才会出现的脑波，因此成为了学术界的话题。
9,0054,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,之所以没有使用神奇力量的记忆，好像是因为它在发挥力量时的状态与熟睡时是一样的。
10,0054,第三世代,绿宝石,宝可梦 绿宝石,虽然头痛变剧烈时就能使出不可思议的力量，不过当时的记忆却不会留下来。由于怎样也想不起来因此总歪着脖子。*
11,0054,第三世代,火红,宝可梦 火红／叶绿,一直受到头痛的困扰。在头痛欲裂时，就会开始使用神奇的力量。
12,0054,第三世代,叶绿,宝可梦 火红／叶绿,用它心不在焉的表情哄骗对手的同时，这只阴险的宝可梦会使用它的念力。
13,0054,第四世代,钻石,宝可梦 钻石／珍珠,在头痛欲裂时会使出神奇的力量。但它并不会记得使用过力量。
14,0054,第四世代,珍珠,宝可梦 钻石／珍珠,虽然拥有神奇的力量，但由于没有使用时的记忆，因此经常会不明所以地歪着脖子。
15,0054,第四世代,白金,宝可梦 白金,无法控制不可思议的能力，总被头疼困扰。偶尔能使出不可思议的力量。*
16,0054,第四世代,心金,宝可梦 心金／魂银,虽然体内蕴含着神奇的力量，但由于不会记得有用过它，因此经常会不明所以地歪着脖子。
17,0054,第四世代,魂银,宝可梦 心金／魂银,总是会在头痛欲裂时发挥出神奇的力量，但似乎没有当时的记忆。
18,0054,第五世代,黑,宝可梦 黑／白,无法控制不可思议的能力，总被头疼困扰。偶尔能使出不可思议的力量。*
19,0054,第五世代,白,宝可梦 黑／白,无法控制不可思议的能力，总被头疼困扰。偶尔能使出不可思议的力量。*
20,0054,第五世代,黑２,宝可梦 黑２／白２,头痛的时候，平日沉睡的脑细胞会被激发，使出不可思议的力量。*
21,0054,第五世代,白２,宝可梦 黑２／白２,头痛的时候，平日沉睡的脑细胞会被激发，使出不可思议的力量。*
22,0054,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,一直受到头痛的困扰。在头痛欲裂时，就会开始使用神奇的力量。
23,0054,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,虽然体内蕴含着神奇的力量，但由于不会记得有用过它，因此经常会不明所以地歪着脖子。
24,0054,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,从发挥着神奇力量的可达鸭身上观测到了本应只在睡着时才会出现的脑波，因此成为了学术界的话题。
25,0054,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,之所以没有使用神奇力量的记忆，好像是因为它在发挥力量时的状态与熟睡时是一样的。
26,0054,第七世代,太阳,精灵宝可梦 太阳／月亮,不受自己控制，时不时地会产生念力，导致头痛流泪。
27,0054,第七世代,月亮,精灵宝可梦 太阳／月亮,一直因头痛而烦恼着。痛得越厉害，放出的念力越强。
28,0054,第七世代,究极之日,精灵宝可梦 究极之日／究极之月,使用念力会头痛，所以平时会尽量不做任何事，就在发呆中度过哦。
29,0054,第七世代,究极之月,精灵宝可梦 究极之日／究极之月,据了解，头痛发生时，它的脑细胞会比平时活跃１０倍。
30,0054,第七世代,Let's Go! 皮卡丘,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,一直被头痛困扰。能使用念力，但不知道那是否是出于它自己的意识。
31,0054,第七世代,Let's Go! 伊布,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,一直被头痛困扰。能使用念力，但不知道那是否是出于它自己的意识。
32,0054,第八世代,剑,宝可梦 剑／盾,总是因为头痛而烦恼。让神秘的力量爆发后，疼痛似乎就会暂时得到缓解。
33,0054,第八世代,盾,宝可梦 剑／盾,头痛会随着压力逐渐累积而不断加剧。会用强大的念力击垮周围的一切。
34,0054,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,在头痛欲裂时会使出神奇的力量。但它并不会记得使用过力量。
35,0054,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,虽然拥有神奇的力量，但由于没有使用时的记忆，因此经常会不明所以地歪着脖子。
36,0054,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,常年受头痛折磨。疼痛增强之时，蕴藏于体内之力将失控爆发。故本人正在摸索舒缓头痛之法。
37,0054,第九世代,朱,宝可梦 朱／紫,一直受到头痛的困扰。在头痛欲裂时，就会开始使用神奇的力量。
38,0054,第九世代,紫,宝可梦 朱／紫,总是会在头痛欲裂时发挥出神奇的力量，但似乎没有当时的记忆。
1,0055,第一世代,红,宝可梦 红／绿／蓝,因为手掌变成了蹼，所以它很擅长游泳。能在湖泊之类的地方看到它优雅的身姿。
2,0055,第一世代,绿,宝可梦 红／绿／蓝,因为手掌变成了蹼，所以它很擅长游泳。能在湖泊之类的地方看到它优雅的身姿。
3,0055,第一世代,蓝,宝可梦 红／绿／蓝,经常被发现在湖岸优雅地游水。常被误认为日本怪兽河童。
4,0055,第一世代,皮卡丘,宝可梦 皮卡丘,它靠修长的四肢和发达的大脚蹼在湖里优雅地游泳。
5,0055,第二世代,金,宝可梦 金／银,当它靠着带有蹼的修长手脚全力游泳时，不知为何额头会闪闪发光。
6,0055,第二世代,银,宝可梦 金／银,黄昏时会在水边出没。据说额头奇异地发光时，它就能自如地使用神通力。
7,0055,第二世代,水晶版,宝可梦 水晶版,喜欢水流平稳的河川与湖泊。它游泳的姿态非常优雅。
8,0055,第三世代,红宝石,宝可梦 红宝石／蓝宝石,手脚上的蹼和流线型的身体使它能以惊人的速度在水里游动。速度绝对比金牌运动员快得多。
9,0055,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,游动的速度在宝可梦里是最快的。即使是在狂风巨浪的大海里也不怕。有时也会去救遭遇船难的人们。
10,0055,第三世代,绿宝石,宝可梦 绿宝石,非常擅长游泳的哥达鸭，曾经陪游泳选手一起特训。当额头闪耀光芒时就能使出神通力。*
11,0055,第三世代,火红,宝可梦 火红／叶绿,因为手掌变成了蹼，所以它很擅长游泳。能在湖泊之类的地方看到它优雅的身姿。
12,0055,第三世代,叶绿,宝可梦 火红／叶绿,经常被发现在湖岸优雅地游水。常被误认为日本怪兽河童。
13,0055,第四世代,钻石,宝可梦 钻石／珍珠,栖息在湖里的宝可梦。游泳速度快过世界级的游泳运动员。
14,0055,第四世代,珍珠,宝可梦 钻石／珍珠,手脚上发达的蹼赐予了它惊人的速度。是最擅长游泳的宝可梦。
15,0055,第四世代,白金,宝可梦 白金,经常可以看到它使用手掌上发达的蹼有活力且优美地游泳的姿态。*
16,0055,第四世代,心金,宝可梦 心金／魂银,当它靠着带有蹼的修长手脚全力游泳时，不知为何额头会闪闪发光。
17,0055,第四世代,魂银,宝可梦 心金／魂银,黄昏时会在水边出没。据说额头奇异地发光时，它就能自如地使用神通力。
18,0055,第五世代,黑,宝可梦 黑／白,经常可以看到它使用手掌上发达的蹼有活力且优美地游泳的姿态。*
19,0055,第五世代,白,宝可梦 黑／白,经常可以看到它使用手掌上发达的蹼有活力且优美地游泳的姿态。*
20,0055,第五世代,黑２,宝可梦 黑２／白２,额头发出怪异的光芒时，哥达鸭身上的力量就会100%释放出来。*
21,0055,第五世代,白２,宝可梦 黑２／白２,额头发出怪异的光芒时，哥达鸭身上的力量就会100%释放出来。*
22,0055,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,黄昏时会在水边出没。据说额头奇异地发光时，它就能自如地使用神通力。
23,0055,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,因为手掌变成了蹼，所以它很擅长游泳。能在湖泊之类的地方看到它优雅的身姿。
24,0055,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,手脚上的蹼和流线型的身体使它能以惊人的速度在水里游动。速度绝对比金牌运动员快得多。
25,0055,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,游动的速度在宝可梦里是最快的。即使是在狂风巨浪的大海里也不怕。有时也会去救遭遇船难的人们。
26,0055,第七世代,太阳,精灵宝可梦 太阳／月亮,据说戴着额头红色的部分就会被赋予神通力，过去也曾因此被人类过度捕捉。
27,0055,第七世代,月亮,精灵宝可梦 太阳／月亮,在湖边游来游去，在岸边静静地啃食捕捉到的鱼宝可梦。
28,0055,第七世代,究极之日,精灵宝可梦 究极之日／究极之月,即便是游得很快的鱼宝可梦，它也能用定身法定住其行动，并轻易地进行捕捉。
29,0055,第七世代,究极之月,精灵宝可梦 究极之日／究极之月,游泳专家。能灵活地摇摆长尾巴，游上整整２天。
30,0055,第七世代,Let's Go! 皮卡丘,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,它靠修长的四肢和发达的大脚蹼在湖里优雅地游泳。
31,0055,第七世代,Let's Go! 伊布,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,它靠修长的四肢和发达的大脚蹼在湖里优雅地游泳。
32,0055,第八世代,剑,宝可梦 剑／盾,生活在水流平稳的河里。会用长长的手脚划水，展现自己优雅的泳姿。
33,0055,第八世代,盾,宝可梦 剑／盾,古老的故事中说，它会把污染河水的人类拖进水中带走。
34,0055,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,栖息在湖里的宝可梦。游泳速度快过世界级的游泳运动员。
35,0055,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,手脚上发达的蹼赐予了它惊人的速度。是最擅长游泳的宝可梦。
36,0055,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,躯体强健，且手脚皆生有蹼，因此得以不惧汹涌波涛，在海中破浪悠游。
37,0055,第九世代,朱,宝可梦 朱／紫,当它靠着带有蹼的修长手脚全力游泳时，不知为何额头会闪闪发光。
38,0055,第九世代,紫,宝可梦 朱／紫,喜欢水流平稳的河川与湖泊。它游泳的姿态非常优雅。
1,0056,第一世代,红,宝可梦 红／绿／蓝,身体很灵活，性格很凶暴。暴怒后的大闹很难去制止。*
2,0056,第一世代,绿,宝可梦 红／绿／蓝,身体很灵活，性格很凶暴。暴怒后的大闹很难去制止。*
3,0056,第一世代,蓝,宝可梦 红／绿／蓝,平时就算心情再怎么好，也会因为一点小事就突然暴怒，十分可怕。
4,0056,第一世代,皮卡丘,宝可梦 皮卡丘,身体轻盈，在树上生活。常因鸡毛蒜皮的小事发火而飞扑到周围的东西上。
5,0056,第二世代,金,宝可梦 金／银,不管何时都在发怒，发现合适的猎物时便成群猛扑上去。*
6,0056,第二世代,银,宝可梦 金／银,无缘无故发火暴怒后，甚至会变得敌我不分，这时靠近它会非常危险。
7,0056,第二世代,水晶版,宝可梦 水晶版,在树上群居的宝可梦。和伙伴分散的猴怪会因寂寞而动不动就生气。
8,0056,第三世代,红宝石,宝可梦 红宝石／蓝宝石,虽然身体颤抖，鼻息急促是它发怒的前兆，但因为是瞬间暴怒，所以根本来不及逃跑。
9,0056,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,虽然身体颤抖，鼻息急促是它发怒的前兆，但因为是瞬间暴怒，所以根本来不及逃跑。
10,0056,第三世代,绿宝石,宝可梦 绿宝石,虽然身体颤抖，鼻息急促是它发怒的前兆，但因为是瞬间暴怒，所以根本来不及逃跑。
11,0056,第三世代,火红,宝可梦 火红／叶绿,身体很灵活，性格很凶暴。暴怒后的大闹很难去制止。*
12,0056,第三世代,叶绿,宝可梦 火红／叶绿,平时就算心情再怎么好，也会因为一点小事就突然暴怒，十分可怕。
13,0056,第四世代,钻石,宝可梦 钻石／珍珠,在树上生活。如果群体中有１只发起火来，整个群体都会无缘无故地暴怒起来。
14,0056,第四世代,珍珠,宝可梦 钻石／珍珠,在树上生活。如果群体中有１只发起火来，整个群体都会无缘无故地暴怒起来。
15,0056,第四世代,白金,宝可梦 白金,在树上生活。如果群体中有１只发起火来，整个群体都会无缘无故地暴怒起来。
16,0056,第四世代,心金,宝可梦 心金／魂银,不管何时都在发怒，发现合适的猎物时便成群猛扑上去。*
17,0056,第四世代,魂银,宝可梦 心金／魂银,无缘无故发火暴怒后，甚至会变得敌我不分，这时靠近它会非常危险。
18,0056,第五世代,黑,宝可梦 黑／白,在树上生活。如果群体中有１只发起火来，整个群体都会无缘无故地暴怒起来。
19,0056,第五世代,白,宝可梦 黑／白,在树上生活。如果群体中有１只发起火来，整个群体都会无缘无故地暴怒起来。
20,0056,第五世代,黑２,宝可梦 黑２／白２,在树上生活。如果群体中有１只发起火来，整个群体都会无缘无故地暴怒起来。
21,0056,第五世代,白２,宝可梦 黑２／白２,在树上生活。如果群体中有１只发起火来，整个群体都会无缘无故地暴怒起来。
22,0056,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,无缘无故发火暴怒后，甚至会变得敌我不分，这时靠近它会非常危险。
23,0056,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,在树上生活。如果群体中有１只发起火来，整个群体都会无缘无故地暴怒起来。
24,0056,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,虽然身体颤抖，鼻息急促是它发怒的前兆，但因为是瞬间暴怒，所以根本来不及逃跑。
25,0056,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,虽然身体颤抖，鼻息急促是它发怒的前兆，但因为是瞬间暴怒，所以根本来不及逃跑。
26,0056,第七世代,太阳,精灵宝可梦 太阳／月亮,会没有任何征兆突然发怒。如果大肆胡闹后谁都不在了的话，又会因无法忍受孤独而再次发怒。
27,0056,第七世代,月亮,精灵宝可梦 太阳／月亮,发泄完怒气后累得睡着了，却在梦里发怒而醒来，于是又因为醒来而再次发怒了。
