form_id,pokemon_id,form_name,is_mega,is_gmax,image,types,genus,height,weight,gender_rate,shape,color,catch_rate_number,catch_rate_percentage,egg_groups
0216_0,0216,熊宝宝,False,False,0216-熊宝宝.png,一般,小熊宝可梦,0.6m,8.8kg,"{'male': '50%', 'female': '50%'}",双足兽形,褐色,120,15.7%,陆上
0217_0,0217,圈圈熊,False,False,0217-圈圈熊.png,一般,冬眠宝可梦,1.8m,125.8kg,"{'male': '50%', 'female': '50%'}",双足兽形,褐色,60,7.8%,陆上
0218_0,0218,熔岩虫,False,False,0218-熔岩虫.png,火,熔岩宝可梦,0.7m,35.0kg,"{'male': '50%', 'female': '50%'}",蛇形,红色,190,24.8%,不定形
0219_0,0219,熔岩蜗牛,False,False,0219-熔岩蜗牛.png,火;岩石,熔岩宝可梦,0.8m,55.0kg,"{'male': '50%', 'female': '50%'}",蛇形,红色,75,9.8%,不定形
0220_0,0220,小山猪,False,False,0220-小山猪.png,冰;地面,小猪宝可梦,0.4m,6.5kg,"{'male': '50%', 'female': '50%'}",四足兽形,褐色,225,29.4%,陆上
0221_0,0221,长毛猪,False,False,0221-长毛猪.png,冰;地面,野猪宝可梦,1.1m,55.8kg,"{'male': '50%', 'female': '50%'}",四足兽形,褐色,75,9.8%,陆上
0222_0,0222,太阳珊瑚,False,False,0222-太阳珊瑚.png,水;岩石,珊瑚宝可梦,0.6m,5.0kg,"{'male': '25%', 'female': '75%'}",虫形,粉红色,60,7.8%,水中1;水中3
0222_1,0222,伽勒尔太阳珊瑚,False,False,0222.1-伽勒尔太阳珊瑚.png,幽灵,珊瑚宝可梦,0.6m,0.5kg,"{'male': '25%', 'female': '75%'}",虫形,白色,60,7.8%,水中1;水中3
0223_0,0223,铁炮鱼,False,False,0223-铁炮鱼.png,水,喷射宝可梦,0.6m,12.0kg,"{'male': '50%', 'female': '50%'}",鱼形,灰色,190,24.8%,水中1;水中2
0224_0,0224,章鱼桶,False,False,0224-章鱼桶.png,水,喷射宝可梦,0.9m,28.5kg,"{'male': '50%', 'female': '50%'}",触手形,红色,75,9.8%,水中1;水中2
0225_0,0225,信使鸟,False,False,0225-信使鸟.png,冰;飞行,搬运宝可梦,0.9m,16.0kg,"{'male': '50%', 'female': '50%'}",双翅形,红色,45,5.9%,水中1;陆上
0226_0,0226,巨翅飞鱼,False,False,0226-巨翅飞鱼.png,水;飞行,风筝宝可梦,2.1m,220.0kg,"{'male': '50%', 'female': '50%'}",双翅形,紫色,25,3.3%,水中1
0227_0,0227,盔甲鸟,False,False,0227-盔甲鸟.png,钢;飞行,钢甲鸟宝可梦,1.7m,50.5kg,"{'male': '50%', 'female': '50%'}",双翅形,灰色,25,3.3%,飞行
0228_0,0228,戴鲁比,False,False,0228-戴鲁比.png,恶;火,阴暗宝可梦,0.6m,10.8kg,"{'male': '50%', 'female': '50%'}",四足兽形,黑色,120,15.7%,陆上
0229_0,0229,黑鲁加,False,False,0229-黑鲁加.png,恶;火,阴暗宝可梦,1.4m,35.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,黑色,45,5.9%,陆上
0229_1,0229,超级黑鲁加,True,False,0229.1-超级黑鲁加.png,恶;火,阴暗宝可梦,1.9m,49.5kg,"{'male': '50%', 'female': '50%'}",四足兽形,黑色,45,5.9%,陆上
0230_0,0230,刺龙王,False,False,0230-刺龙王.png,水;龙,龙宝可梦,1.8m,152.0kg,"{'male': '50%', 'female': '50%'}",柱形,蓝色,45,5.9%,水中1;龙
0231_0,0231,小小象,False,False,0231-小小象.png,地面,长鼻宝可梦,0.5m,33.5kg,"{'male': '50%', 'female': '50%'}",四足兽形,蓝色,120,15.7%,陆上
0232_0,0232,顿甲,False,False,0232-顿甲.png,地面,铠甲宝可梦,1.1m,120.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,灰色,60,7.8%,陆上
0233_0,0233,多边兽Ⅱ,False,False,0233-多边兽Ⅱ.png,一般,虚拟宝可梦,0.6m,32.5kg,,双腿形,红色,45,5.9%,矿物
0234_0,0234,惊角鹿,False,False,0234-惊角鹿.png,一般,大角宝可梦,1.4m,71.2kg,"{'male': '50%', 'female': '50%'}",四足兽形,褐色,45,5.9%,陆上
0235_0,0235,图图犬,False,False,0235-图图犬.png,一般,画画宝可梦,1.2m,58.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,白色,45,5.9%,陆上
0236_0,0236,无畏小子,False,False,0236-无畏小子.png,格斗,打斗宝可梦,0.7m,21.0kg,"{'male': '100%', 'female': None}",人形,紫色,75,9.8%,未发现
0237_0,0237,战舞郎,False,False,0237-战舞郎.png,格斗,倒立宝可梦,1.4m,48.0kg,"{'male': '100%', 'female': None}",双足兽形,褐色,45,5.9%,人型
0238_0,0238,迷唇娃,False,False,0238-迷唇娃.png,冰;超能力,亲吻宝可梦,0.4m,6.0kg,"{'male': None, 'female': '100%'}",人形,粉红色,45,5.9%,未发现
0239_0,0239,电击怪,False,False,0239-电击怪.png,电,电气宝可梦,0.6m,23.5kg,"{'male': '75%', 'female': '25%'}",人形,黄色,45,5.9%,未发现
0240_0,0240,鸭嘴宝宝,False,False,0240-鸭嘴宝宝.png,火,火种宝可梦,0.7m,21.4kg,"{'male': '75%', 'female': '25%'}",双足兽形,红色,45,5.9%,未发现
0241_0,0241,大奶罐,False,False,0241-大奶罐.png,一般,奶牛宝可梦,1.2m,75.5kg,"{'male': None, 'female': '100%'}",双足兽形,粉红色,45,5.9%,陆上
0242_0,0242,幸福蛋,False,False,0242-幸福蛋.png,一般,幸福宝可梦,1.5m,46.8kg,"{'male': None, 'female': '100%'}",人形,粉红色,30,3.9%,妖精
0243_0,0243,雷公,False,False,0243-雷公.png,电,天雷宝可梦,1.9m,178.0kg,,四足兽形,黄色,3,0.4%,未发现
0244_0,0244,炎帝,False,False,0244-炎帝.png,火,火山宝可梦,2.1m,198.0kg,,四足兽形,褐色,3,0.4%,未发现
0245_0,0245,水君,False,False,0245-水君.png,水,极光宝可梦,2.0m,187.0kg,,四足兽形,蓝色,3,0.4%,未发现
0246_0,0246,幼基拉斯,False,False,0246-幼基拉斯.png,岩石;地面,岩石肤宝可梦,0.6m,72.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,绿色,45,5.9%,怪兽
0247_0,0247,沙基拉斯,False,False,0247-沙基拉斯.png,岩石;地面,子弹宝可梦,1.2m,152.0kg,"{'male': '50%', 'female': '50%'}",蛇形,灰色,45,5.9%,怪兽
0248_0,0248,班基拉斯,False,False,0248-班基拉斯.png,岩石;恶,铠甲宝可梦,2.0m,202.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,绿色,45,5.9%,怪兽
0248_1,0248,超级班基拉斯,True,False,0248.1-超级班基拉斯.png,岩石;恶,铠甲宝可梦,2.5m,255.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,绿色,45,5.9%,怪兽
0249_0,0249,洛奇亚,False,False,0249-洛奇亚.png,超能力;飞行,潜水宝可梦,5.2m,216.0kg,,双翅形,白色,3,0.4%,未发现
0250_0,0250,凤王,False,False,0250-凤王.png,火;飞行,虹色宝可梦,3.8m,199.0kg,,双翅形,红色,3,0.4%,未发现
0251_0,0251,时拉比,False,False,0251-时拉比.png,超能力;草,时空穿越宝可梦,0.6m,5.0kg,,人形,绿色,45,5.9%,未发现
0252_0,0252,木守宫,False,False,0252-木守宫.png,草,林蜥宝可梦,0.5m,5.0kg,"{'male': '87.5%', 'female': '12.5%'}",双足兽形,绿色,45,5.9%,怪兽;龙
0253_0,0253,森林蜥蜴,False,False,0253-森林蜥蜴.png,草,林蜥宝可梦,0.9m,21.6kg,"{'male': '87.5%', 'female': '12.5%'}",双足兽形,绿色,45,5.9%,怪兽;龙
0254_0,0254,蜥蜴王,False,False,0254-蜥蜴王.png,草,密林宝可梦,1.7m,52.2kg,"{'male': '87.5%', 'female': '12.5%'}",双足兽形,绿色,45,5.9%,怪兽;龙
0254_1,0254,超级蜥蜴王,True,False,0254.1-超级蜥蜴王.png,草;龙,密林宝可梦,1.9m,55.2kg,"{'male': '87.5%', 'female': '12.5%'}",双足兽形,绿色,45,5.9%,怪兽;龙
0255_0,0255,火稚鸡,False,False,0255-火稚鸡.png,火,雏鸡宝可梦,0.4m,2.5kg,"{'male': '87.5%', 'female': '12.5%'}",双腿形,红色,45,5.9%,陆上
0256_0,0256,力壮鸡,False,False,0256-力壮鸡.png,火;格斗,幼鸡宝可梦,0.9m,19.5kg,"{'male': '87.5%', 'female': '12.5%'}",双足兽形,红色,45,5.9%,陆上
0257_0,0257,火焰鸡,False,False,0257-火焰鸡.png,火;格斗,猛火宝可梦,1.9m,52.0kg,"{'male': '87.5%', 'female': '12.5%'}",双足兽形,红色,45,5.9%,陆上
0257_1,0257,超级火焰鸡,True,False,0257.1-超级火焰鸡.png,火;格斗,猛火宝可梦,1.9m,52.0kg,"{'male': '87.5%', 'female': '12.5%'}",双足兽形,红色,45,5.9%,陆上
0258_0,0258,水跃鱼,False,False,0258-水跃鱼.png,水,沼鱼宝可梦,0.4m,7.6kg,"{'male': '87.5%', 'female': '12.5%'}",四足兽形,蓝色,45,5.9%,怪兽;水中1
0259_0,0259,沼跃鱼,False,False,0259-沼跃鱼.png,水;地面,沼鱼宝可梦,0.7m,28.0kg,"{'male': '87.5%', 'female': '12.5%'}",双足兽形,蓝色,45,5.9%,怪兽;水中1
0260_0,0260,巨沼怪,False,False,0260-巨沼怪.png,水;地面,沼鱼宝可梦,1.5m,81.9kg,"{'male': '87.5%', 'female': '12.5%'}",双足兽形,蓝色,45,5.9%,怪兽;水中1
0260_1,0260,超级巨沼怪,True,False,0260.1-超级巨沼怪.png,水;地面,沼鱼宝可梦,1.9m,102.0kg,"{'male': '87.5%', 'female': '12.5%'}",双足兽形,蓝色,45,5.9%,怪兽;水中1
0261_0,0261,土狼犬,False,False,0261-土狼犬.png,恶,紧咬宝可梦,0.5m,13.6kg,"{'male': '50%', 'female': '50%'}",四足兽形,灰色,255,33.3%,陆上
0262_0,0262,大狼犬,False,False,0262-大狼犬.png,恶,紧咬宝可梦,1.0m,37.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,灰色,127,16.6%,陆上
0263_0,0263,蛇纹熊,False,False,0263-蛇纹熊.png,一般,豆狸宝可梦,0.4m,17.5kg,"{'male': '50%', 'female': '50%'}",四足兽形,褐色,255,33.3%,陆上
0263_1,0263,伽勒尔蛇纹熊,False,False,0263.1-伽勒尔蛇纹熊.png,恶;一般,豆狸宝可梦,0.4m,17.5kg,"{'male': '50%', 'female': '50%'}",四足兽形,白色,255,33.3%,陆上
0264_0,0264,直冲熊,False,False,0264-直冲熊.png,一般,猛冲宝可梦,0.5m,32.5kg,"{'male': '50%', 'female': '50%'}",四足兽形,白色,90,11.8%,陆上
0264_1,0264,伽勒尔直冲熊,False,False,0264.1-伽勒尔直冲熊.png,恶;一般,猛冲宝可梦,0.5m,32.5kg,"{'male': '50%', 'female': '50%'}",四足兽形,白色,90,11.8%,陆上
0265_0,0265,刺尾虫,False,False,0265-刺尾虫.png,虫,虫宝宝宝可梦,0.3m,3.6kg,"{'male': '50%', 'female': '50%'}",虫形,红色,255,33.3%,虫
0266_0,0266,甲壳茧,False,False,0266-甲壳茧.png,虫,蛹宝可梦,0.6m,10.0kg,"{'male': '50%', 'female': '50%'}",球形,白色,120,15.7%,虫
0267_0,0267,狩猎凤蝶,False,False,0267-狩猎凤蝶.png,虫;飞行,蝴蝶宝可梦,1.0m,28.4kg,"{'male': '50%', 'female': '50%'}",多翅形,黄色,45,5.9%,虫
0268_0,0268,盾甲茧,False,False,0268-盾甲茧.png,虫,蛹宝可梦,0.7m,11.5kg,"{'male': '50%', 'female': '50%'}",球形,紫色,120,15.7%,虫
0269_0,0269,毒粉蛾,False,False,0269-毒粉蛾.png,虫;毒,毒蛾宝可梦,1.2m,31.6kg,"{'male': '50%', 'female': '50%'}",多翅形,绿色,45,5.9%,虫
0270_0,0270,莲叶童子,False,False,0270-莲叶童子.png,水;草,浮萍宝可梦,0.5m,2.6kg,"{'male': '50%', 'female': '50%'}",虫形,绿色,255,33.3%,水中1;植物
0271_0,0271,莲帽小童,False,False,0271-莲帽小童.png,水;草,爽朗宝可梦,1.2m,32.5kg,"{'male': '50%', 'female': '50%'}",人形,绿色,120,15.7%,水中1;植物
0272_0,0272,乐天河童,False,False,0272-乐天河童.png,水;草,乐天宝可梦,1.5m,55.0kg,"{'male': '50%', 'female': '50%'}",人形,绿色,45,5.9%,水中1;植物
0273_0,0273,橡实果,False,False,0273-橡实果.png,草,橡实宝可梦,0.5m,4.0kg,"{'male': '50%', 'female': '50%'}",双腿形,褐色,255,33.3%,陆上;植物
0274_0,0274,长鼻叶,False,False,0274-长鼻叶.png,草;恶,捉弄宝可梦,1.0m,28.0kg,"{'male': '50%', 'female': '50%'}",人形,褐色,120,15.7%,陆上;植物
0275_0,0275,狡猾天狗,False,False,0275-狡猾天狗.png,草;恶,邪恶宝可梦,1.3m,59.6kg,"{'male': '50%', 'female': '50%'}",人形,褐色,45,5.9%,陆上;植物
0276_0,0276,傲骨燕,False,False,0276-傲骨燕.png,一般;飞行,幼燕宝可梦,0.3m,2.3kg,"{'male': '50%', 'female': '50%'}",双翅形,蓝色,200,26.1%,飞行
0277_0,0277,大王燕,False,False,0277-大王燕.png,一般;飞行,燕子宝可梦,0.7m,19.8kg,"{'male': '50%', 'female': '50%'}",双翅形,蓝色,45,5.9%,飞行
0278_0,0278,长翅鸥,False,False,0278-长翅鸥.png,水;飞行,海鸥宝可梦,0.6m,9.5kg,"{'male': '50%', 'female': '50%'}",双翅形,白色,190,24.8%,水中1;飞行
0279_0,0279,大嘴鸥,False,False,0279-大嘴鸥.png,水;飞行,水鸟宝可梦,1.2m,28.0kg,"{'male': '50%', 'female': '50%'}",双翅形,黄色,45,5.9%,水中1;飞行
0280_0,0280,拉鲁拉丝,False,False,0280-拉鲁拉丝.png,超能力;妖精,心情宝可梦,0.4m,6.6kg,"{'male': '50%', 'female': '50%'}",人形,白色,235,30.7%,人型;不定形
0281_0,0281,奇鲁莉安,False,False,0281-奇鲁莉安.png,超能力;妖精,感情宝可梦,0.8m,20.2kg,"{'male': '50%', 'female': '50%'}",人形,白色,120,15.7%,人型;不定形
0282_0,0282,沙奈朵,False,False,0282-沙奈朵.png,超能力;妖精,包容宝可梦,1.6m,48.4kg,"{'male': '50%', 'female': '50%'}",人形,白色,45,5.9%,人型;不定形
0282_1,0282,超级沙奈朵,True,False,0282.1-超级沙奈朵.png,超能力;妖精,包容宝可梦,1.6m,48.4kg,"{'male': '50%', 'female': '50%'}",人形,白色,45,5.9%,人型;不定形
0283_0,0283,溜溜糖球,False,False,0283-溜溜糖球.png,虫;水,水黾宝可梦,0.5m,1.7kg,"{'male': '50%', 'female': '50%'}",虫形,蓝色,200,26.1%,水中1;虫
0284_0,0284,雨翅蛾,False,False,0284-雨翅蛾.png,虫;飞行,眼珠宝可梦,0.8m,3.6kg,"{'male': '50%', 'female': '50%'}",多翅形,蓝色,75,9.8%,水中1;虫
0285_0,0285,蘑蘑菇,False,False,0285-蘑蘑菇.png,草,蘑菇宝可梦,0.4m,4.5kg,"{'male': '50%', 'female': '50%'}",双腿形,褐色,255,33.3%,妖精;植物
0286_0,0286,斗笠菇,False,False,0286-斗笠菇.png,草;格斗,蘑菇宝可梦,1.2m,39.2kg,"{'male': '50%', 'female': '50%'}",双足兽形,绿色,90,11.8%,妖精;植物
0287_0,0287,懒人獭,False,False,0287-懒人獭.png,一般,懒人宝可梦,0.8m,24.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,褐色,255,33.3%,陆上
0288_0,0288,过动猿,False,False,0288-过动猿.png,一般,暴猿宝可梦,1.4m,46.5kg,"{'male': '50%', 'female': '50%'}",双足兽形,白色,120,15.7%,陆上
0289_0,0289,请假王,False,False,0289-请假王.png,一般,怕麻烦宝可梦,2.0m,130.5kg,"{'male': '50%', 'female': '50%'}",人形,褐色,45,5.9%,陆上
0290_0,0290,土居忍士,False,False,0290-土居忍士.png,虫;地面,入门宝可梦,0.5m,5.5kg,"{'male': '50%', 'female': '50%'}",虫形,灰色,255,33.3%,虫
0291_0,0291,铁面忍者,False,False,0291-铁面忍者.png,虫;飞行,忍者宝可梦,0.8m,12.0kg,"{'male': '50%', 'female': '50%'}",多翅形,黄色,120,15.7%,虫
0292_0,0292,脱壳忍者,False,False,0292-脱壳忍者.png,虫;幽灵,空壳宝可梦,0.8m,1.2kg,,柱形,褐色,45,5.9%,矿物
0293_0,0293,咕妞妞,False,False,0293-咕妞妞.png,一般,细语宝可梦,0.6m,16.3kg,"{'male': '50%', 'female': '50%'}",双足兽形,粉红色,190,24.8%,怪兽;陆上
0294_0,0294,吼爆弹,False,False,0294-吼爆弹.png,一般,大声宝可梦,1.0m,40.5kg,"{'male': '50%', 'female': '50%'}",双足兽形,蓝色,120,15.7%,怪兽;陆上
0295_0,0295,爆音怪,False,False,0295-爆音怪.png,一般,噪音宝可梦,1.5m,84.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,蓝色,45,5.9%,怪兽;陆上
0296_0,0296,幕下力士,False,False,0296-幕下力士.png,格斗,毅力宝可梦,1.0m,86.4kg,"{'male': '75%', 'female': '25%'}",人形,黄色,180,23.5%,人型
0297_0,0297,铁掌力士,False,False,0297-铁掌力士.png,格斗,猛推宝可梦,2.3m,253.8kg,"{'male': '75%', 'female': '25%'}",人形,褐色,200,26.1%,人型
0298_0,0298,露力丽,False,False,0298-露力丽.png,一般;妖精,水珠宝可梦,0.2m,2.0kg,"{'male': '25%', 'female': '75%'}",双腿形,蓝色,150,19.6%,未发现
0299_0,0299,朝北鼻,False,False,0299-朝北鼻.png,岩石,罗盘宝可梦,1.0m,97.0kg,"{'male': '50%', 'female': '50%'}",人形,灰色,255,33.3%,矿物
0300_0,0300,向尾喵,False,False,0300-向尾喵.png,一般,小猫宝可梦,0.6m,11.0kg,"{'male': '25%', 'female': '75%'}",四足兽形,粉红色,255,33.3%,陆上;妖精
0301_0,0301,优雅猫,False,False,0301-优雅猫.png,一般,清高宝可梦,1.1m,32.6kg,"{'male': '25%', 'female': '75%'}",四足兽形,紫色,60,7.8%,陆上;妖精
0302_0,0302,勾魂眼,False,False,0302-勾魂眼.png,恶;幽灵,黑暗宝可梦,0.5m,11.0kg,"{'male': '50%', 'female': '50%'}",人形,紫色,45,5.9%,人型
0302_1,0302,超级勾魂眼,True,False,0302.1-超级勾魂眼.png,恶;幽灵,黑暗宝可梦,0.5m,161.0kg,"{'male': '50%', 'female': '50%'}",人形,紫色,45,5.9%,人型
0303_0,0303,大嘴娃,False,False,0303-大嘴娃.png,钢;妖精,欺骗宝可梦,0.6m,11.5kg,"{'male': '50%', 'female': '50%'}",人形,黑色,45,5.9%,陆上;妖精
0303_1,0303,超级大嘴娃,True,False,0303.1-超级大嘴娃.png,钢;妖精,欺骗宝可梦,1.0m,23.5kg,"{'male': '50%', 'female': '50%'}",人形,黑色,45,5.9%,陆上;妖精
0304_0,0304,可可多拉,False,False,0304-可可多拉.png,钢;岩石,铁铠宝可梦,0.4m,60.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,灰色,180,23.5%,怪兽
0305_0,0305,可多拉,False,False,0305-可多拉.png,钢;岩石,铁铠宝可梦,0.9m,120.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,灰色,90,11.8%,怪兽
0306_0,0306,波士可多拉,False,False,0306-波士可多拉.png,钢;岩石,铁铠宝可梦,2.1m,360.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,灰色,45,5.9%,怪兽
0306_1,0306,超级波士可多拉,True,False,0306.1-超级波士可多拉.png,钢,铁铠宝可梦,2.2m,395.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,灰色,45,5.9%,怪兽
0307_0,0307,玛沙那,False,False,0307-玛沙那.png,格斗;超能力,冥想宝可梦,0.6m,11.2kg,"{'male': '50%', 'female': '50%'}",人形,蓝色,180,23.5%,人型
0308_0,0308,恰雷姆,False,False,0308-恰雷姆.png,格斗;超能力,冥想宝可梦,1.3m,31.5kg,"{'male': '50%', 'female': '50%'}",人形,红色,90,11.8%,人型
0308_1,0308,超级恰雷姆,True,False,0308.1-超级恰雷姆.png,格斗;超能力,冥想宝可梦,1.3m,31.5kg,"{'male': '50%', 'female': '50%'}",人形,红色,90,11.8%,人型
0309_0,0309,落雷兽,False,False,0309-落雷兽.png,电,闪电宝可梦,0.6m,15.2kg,"{'male': '50%', 'female': '50%'}",四足兽形,绿色,120,15.7%,陆上
0310_0,0310,雷电兽,False,False,0310-雷电兽.png,电,放电宝可梦,1.5m,40.2kg,"{'male': '50%', 'female': '50%'}",四足兽形,黄色,45,5.9%,陆上
0310_1,0310,超级雷电兽,True,False,0310.1-超级雷电兽.png,电,放电宝可梦,1.8m,44.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,黄色,45,5.9%,陆上
0311_0,0311,正电拍拍,False,False,0311-正电拍拍.png,电,加油宝可梦,0.4m,4.2kg,"{'male': '50%', 'female': '50%'}",双足兽形,黄色,200,26.1%,妖精
0312_0,0312,负电拍拍,False,False,0312-负电拍拍.png,电,加油宝可梦,0.4m,4.2kg,"{'male': '50%', 'female': '50%'}",双足兽形,黄色,200,26.1%,妖精
0313_0,0313,电萤虫,False,False,0313-电萤虫.png,虫,萤火虫宝可梦,0.7m,17.7kg,"{'male': '100%', 'female': None}",双足兽形,灰色,150,19.6%,虫;人型
0314_0,0314,甜甜萤,False,False,0314-甜甜萤.png,虫,萤火虫宝可梦,0.6m,17.7kg,"{'male': None, 'female': '100%'}",人形,紫色,150,19.6%,虫;人型
0315_0,0315,毒蔷薇,False,False,0315-毒蔷薇.png,草;毒,荆棘宝可梦,0.3m,2.0kg,"{'male': '50%', 'female': '50%'}",人形,绿色,150,19.6%,妖精;植物
0316_0,0316,溶食兽,False,False,0316-溶食兽.png,毒,胃袋宝可梦,0.4m,10.3kg,"{'male': '50%', 'female': '50%'}",双手形,绿色,225,29.4%,不定形
0317_0,0317,吞食兽,False,False,0317-吞食兽.png,毒,毒袋宝可梦,1.7m,80.0kg,"{'male': '50%', 'female': '50%'}",双手形,紫色,75,9.8%,不定形
0318_0,0318,利牙鱼,False,False,0318-利牙鱼.png,水;恶,凶猛宝可梦,0.8m,20.8kg,"{'male': '50%', 'female': '50%'}",鱼形,红色,225,29.4%,水中2
0319_0,0319,巨牙鲨,False,False,0319-巨牙鲨.png,水;恶,凶暴宝可梦,1.8m,88.8kg,"{'male': '50%', 'female': '50%'}",鱼形,蓝色,60,7.8%,水中2
0319_1,0319,超级巨牙鲨,True,False,0319.1-超级巨牙鲨.png,水;恶,凶暴宝可梦,2.5m,130.3kg,"{'male': '50%', 'female': '50%'}",鱼形,蓝色,60,7.8%,水中2
0320_0,0320,吼吼鲸,False,False,0320-吼吼鲸.png,水,球鲸宝可梦,2.0m,130.0kg,"{'male': '50%', 'female': '50%'}",鱼形,蓝色,125,16.3%,陆上;水中2
0321_0,0321,吼鲸王,False,False,0321-吼鲸王.png,水,浮鲸宝可梦,14.5m,398.0kg,"{'male': '50%', 'female': '50%'}",鱼形,蓝色,60,7.8%,陆上;水中2
0322_0,0322,呆火驼,False,False,0322-呆火驼.png,火;地面,迟钝宝可梦,0.7m,24.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,黄色,255,33.3%,陆上
0323_0,0323,喷火驼,False,False,0323-喷火驼.png,火;地面,喷火宝可梦,1.9m,220.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,红色,150,19.6%,陆上
0323_1,0323,超级喷火驼,True,False,0323.1-超级喷火驼.png,火;地面,喷火宝可梦,2.5m,320.5kg,"{'male': '50%', 'female': '50%'}",四足兽形,红色,150,19.6%,陆上
0324_0,0324,煤炭龟,False,False,0324-煤炭龟.png,火,煤炭宝可梦,0.5m,80.4kg,"{'male': '50%', 'female': '50%'}",四足兽形,褐色,90,11.8%,陆上
0325_0,0325,跳跳猪,False,False,0325-跳跳猪.png,超能力,弹跳宝可梦,0.7m,30.6kg,"{'male': '50%', 'female': '50%'}",双手形,黑色,255,33.3%,陆上
0326_0,0326,噗噗猪,False,False,0326-噗噗猪.png,超能力,操纵宝可梦,0.9m,71.5kg,"{'male': '50%', 'female': '50%'}",双足兽形,紫色,60,7.8%,陆上
0327_0,0327,晃晃斑,False,False,0327-晃晃斑.png,一般,斑点熊猫宝可梦,1.1m,5.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,褐色,255,33.3%,陆上;人型
0328_0,0328,大颚蚁,False,False,0328-大颚蚁.png,地面,蚁狮宝可梦,0.7m,15.0kg,"{'male': '50%', 'female': '50%'}",虫形,褐色,255,33.3%,虫;龙
0329_0,0329,超音波幼虫,False,False,0329-超音波幼虫.png,地面;龙,震动宝可梦,1.1m,15.3kg,"{'male': '50%', 'female': '50%'}",多翅形,绿色,120,15.7%,虫;龙
0330_0,0330,沙漠蜻蜓,False,False,0330-沙漠蜻蜓.png,地面;龙,神秘宝可梦,2.0m,82.0kg,"{'male': '50%', 'female': '50%'}",双翅形,绿色,45,5.9%,虫;龙
0331_0,0331,刺球仙人掌,False,False,0331-刺球仙人掌.png,草,仙人掌宝可梦,0.4m,51.3kg,"{'male': '50%', 'female': '50%'}",人形,绿色,190,24.8%,植物;人型
0332_0,0332,梦歌仙人掌,False,False,0332-梦歌仙人掌.png,草;恶,稻草人宝可梦,1.3m,77.4kg,"{'male': '50%', 'female': '50%'}",人形,绿色,60,7.8%,植物;人型
0333_0,0333,青绵鸟,False,False,0333-青绵鸟.png,一般;飞行,绵鸟宝可梦,0.4m,1.2kg,"{'male': '50%', 'female': '50%'}",双翅形,蓝色,255,33.3%,飞行;龙
0334_0,0334,七夕青鸟,False,False,0334-七夕青鸟.png,龙;飞行,哼唱宝可梦,1.1m,20.6kg,"{'male': '50%', 'female': '50%'}",双翅形,蓝色,45,5.9%,飞行;龙
0334_1,0334,超级七夕青鸟,True,False,0334.1-超级七夕青鸟.png,龙;妖精,哼唱宝可梦,1.5m,20.6kg,"{'male': '50%', 'female': '50%'}",双翅形,蓝色,45,5.9%,飞行;龙
0335_0,0335,猫鼬斩,False,False,0335-猫鼬斩.png,一般,猫鼬宝可梦,1.3m,40.3kg,"{'male': '50%', 'female': '50%'}",双足兽形,白色,90,11.8%,陆上
0336_0,0336,饭匙蛇,False,False,0336-饭匙蛇.png,毒,牙蛇宝可梦,2.7m,52.5kg,"{'male': '50%', 'female': '50%'}",蛇形,黑色,90,11.8%,陆上;龙
0337_0,0337,月石,False,False,0337-月石.png,岩石;超能力,陨石宝可梦,1.0m,168.0kg,,球形,黄色,45,5.9%,矿物
0338_0,0338,太阳岩,False,False,0338-太阳岩.png,岩石;超能力,陨石宝可梦,1.2m,154.0kg,,球形,红色,45,5.9%,矿物
0339_0,0339,泥泥鳅,False,False,0339-泥泥鳅.png,水;地面,须鱼宝可梦,0.4m,1.9kg,"{'male': '50%', 'female': '50%'}",鱼形,灰色,190,24.8%,水中2
0340_0,0340,鲶鱼王,False,False,0340-鲶鱼王.png,水;地面,须鱼宝可梦,0.9m,23.6kg,"{'male': '50%', 'female': '50%'}",鱼形,蓝色,75,9.8%,水中2
0341_0,0341,龙虾小兵,False,False,0341-龙虾小兵.png,水,无赖宝可梦,0.6m,11.5kg,"{'male': '50%', 'female': '50%'}",虫形,红色,205,26.8%,水中1;水中3
0342_0,0342,铁螯龙虾,False,False,0342-铁螯龙虾.png,水;恶,流氓宝可梦,1.1m,32.8kg,"{'male': '50%', 'female': '50%'}",虫形,红色,155,20.3%,水中1;水中3
0343_0,0343,天秤偶,False,False,0343-天秤偶.png,地面;超能力,泥偶宝可梦,0.5m,21.5kg,,双手形,褐色,255,33.3%,矿物
